GENE_ID	COMMON	TCGA-A6-2675-01	TCGA-A6-5667-01	TCGA-AA-3655-01	TCGA-AA-3660-01	TCGA-AA-3662-01	TCGA-AA-3663-01	TCGA-AA-3697-01	TCGA-AA-3712-01	TCGA-AA-3713-01	TCGA-AU-3779-01	TCGA-AU-6004-01	TCGA-AY-6196-01	TCGA-AY-6197-01	TCGA-AY-6386-01	TCGA-AZ-5407-01	TCGA-CK-4950-01	TCGA-CK-4952-01	TCGA-CM-4743-01	TCGA-CM-5344-01	TCGA-CM-5348-01	TCGA-CM-5349-01	TCGA-D5-6530-01	TCGA-D5-6531-01	TCGA-D5-6532-01	TCGA-D5-6533-01	TCGA-D5-6535-01	TCGA-D5-6536-01	TCGA-D5-6537-01	TCGA-D5-6538-01	TCGA-D5-6539-01	TCGA-D5-6540-01	TCGA-D5-6541-01	TCGA-F4-6463-01	TCGA-G4-6293-01	TCGA-G4-6295-01	TCGA-G4-6297-01	TCGA-G4-6298-01	TCGA-G4-6302-01	TCGA-G4-6307-01	TCGA-G4-6310-01	TCGA-G4-6311-01	TCGA-G4-6314-01	TCGA-G4-6315-01	TCGA-G4-6317-01	TCGA-G4-6320-01	TCGA-G4-6321-01	TCGA-G4-6322-01	TCGA-G4-6323-01	TCGA-A6-4105-01	TCGA-A6-6137-01	TCGA-A6-6138-01	TCGA-A6-6140-01	TCGA-A6-6141-01	TCGA-A6-6142-01	TCGA-A6-6648-01	TCGA-A6-6649-01	TCGA-A6-6650-01	TCGA-A6-6652-01	TCGA-A6-6653-01	TCGA-AZ-6598-01	TCGA-AZ-6599-01	TCGA-AZ-6600-01	TCGA-AZ-6601-01	TCGA-D5-6529-01	TCGA-F4-6459-01	TCGA-F4-6460-01	TCGA-F4-6461-01	TCGA-F4-6569-01	TCGA-F4-6570-01	TCGA-G4-6294-01	TCGA-G4-6299-01	TCGA-G4-6303-01	TCGA-G4-6306-01	TCGA-G4-6586-01	TCGA-G4-6588-01	TCGA-G4-6625-01	TCGA-G4-6626-01	TCGA-G4-6627-01	TCGA-DM-A0X9-01	TCGA-DM-A0XD-01	TCGA-DM-A0XF-01	TCGA-DM-A1D0-01	TCGA-DM-A1D4-01	TCGA-DM-A1D6-01	TCGA-DM-A1D7-01	TCGA-DM-A1D8-01	TCGA-DM-A1D9-01	TCGA-DM-A1DA-01	TCGA-DM-A1DB-01	TCGA-DM-A1HA-01	TCGA-A6-5656-01	TCGA-A6-5664-01	TCGA-A6-6651-01	TCGA-A6-6654-01	TCGA-A6-6780-01	TCGA-A6-6782-01	TCGA-AA-3489-01	TCGA-AA-3496-01	TCGA-AA-3511-01	TCGA-AD-6548-01	TCGA-AZ-4323-01	TCGA-AZ-4616-01	TCGA-AZ-6603-01	TCGA-AZ-6605-01	TCGA-AZ-6606-01	TCGA-AZ-6607-01	TCGA-AZ-6608-01	TCGA-CA-5254-01	TCGA-CA-5255-01	TCGA-CA-6715-01	TCGA-CA-6716-01	TCGA-CA-6717-01	TCGA-CA-6718-01	TCGA-CA-6719-01	TCGA-CK-6746-01	TCGA-CK-6747-01	TCGA-CK-6748-01	TCGA-CK-6751-01	TCGA-CM-4751-01	TCGA-CM-5863-01	TCGA-CM-6674-01	TCGA-CM-6675-01	TCGA-CM-6676-01	TCGA-CM-6677-01	TCGA-CM-6678-01	TCGA-CM-6679-01	TCGA-CM-6680-01	TCGA-F4-6703-01	TCGA-F4-6704-01	TCGA-F4-6805-01	TCGA-F4-6806-01	TCGA-F4-6807-01	TCGA-F4-6808-01	TCGA-F4-6809-01	TCGA-G4-6309-01	TCGA-G4-6628-01	TCGA-DM-A280-01	TCGA-DM-A282-01	TCGA-DM-A285-01	TCGA-DM-A288-01	TCGA-DM-A28A-01	TCGA-DM-A28C-01	TCGA-DM-A28E-01	TCGA-DM-A28F-01	TCGA-DM-A28G-01	TCGA-DM-A28H-01	TCGA-DM-A28K-01	TCGA-DM-A28M-01	TCGA-A6-6781-01	TCGA-AD-6888-01	TCGA-AD-6889-01	TCGA-AD-6890-01	TCGA-AD-6895-01	TCGA-AD-6899-01	TCGA-AD-6901-01	TCGA-AD-6963-01	TCGA-AD-6964-01	TCGA-AD-6965-01	TCGA-D5-5537-01	TCGA-D5-6534-01	TCGA-D5-6898-01	TCGA-D5-6920-01	TCGA-D5-6922-01	TCGA-D5-6923-01	TCGA-D5-6924-01	TCGA-D5-6926-01	TCGA-D5-6927-01	TCGA-D5-6928-01	TCGA-D5-6929-01	TCGA-D5-6930-01	TCGA-D5-6931-01	TCGA-D5-6932-01	TCGA-D5-7000-01	TCGA-F4-6854-01	TCGA-F4-6855-01	TCGA-F4-6856-01	TCGA-G4-6304-01	TCGA-DM-A1HB-01	TCGA-A6-2677-01	TCGA-A6-A565-01	TCGA-A6-A566-01	TCGA-A6-A567-01	TCGA-A6-A56B-01	TCGA-A6-A5ZU-01	TCGA-AD-A5EJ-01	TCGA-AD-A5EK-01	TCGA-AY-A54L-01	TCGA-NH-A50T-01	TCGA-NH-A50V-01	TCGA-QG-A5YV-01	TCGA-QG-A5YW-01	TCGA-QG-A5YX-01	TCGA-QG-A5Z1-01	TCGA-QG-A5Z2-01	TCGA-3L-AA1B-01	TCGA-4N-A93T-01	TCGA-AY-A69D-01	TCGA-AY-A71X-01	TCGA-NH-A50U-01	TCGA-NH-A5IV-01	TCGA-NH-A6GA-01	TCGA-NH-A6GB-01	TCGA-RU-A8FL-01	TCGA-SS-A7HO-01	TCGA-T9-A92H-01	TCGA-A6-3809-01	TCGA-A6-3810-01	TCGA-4T-AA8H-01	TCGA-5M-AAT4-01	TCGA-5M-AAT5-01	TCGA-5M-AAT6-01	TCGA-5M-AATA-01	TCGA-5M-AATE-01	TCGA-AY-A8YK-01	TCGA-NH-A6GC-01	TCGA-NH-A8F7-01	TCGA-NH-A8F8-01	TCGA-QL-A97D-01	TCGA-WS-AB45-01	TCGA-A6-2671-01	TCGA-A6-2679-01	TCGA-A6-2680-01	TCGA-A6-2681-01	TCGA-A6-2682-01	TCGA-A6-2684-01	TCGA-A6-2685-01	TCGA-A6-2686-01	TCGA-A6-4107-01	TCGA-AA-3488-01	TCGA-AA-3492-01	TCGA-AA-3494-01	TCGA-AA-3495-01	TCGA-AA-3502-01	TCGA-AA-3506-01	TCGA-AA-3509-01	TCGA-AA-3510-01	TCGA-AZ-4308-01	TCGA-AZ-4313-01	TCGA-AZ-4315-01	TCGA-AZ-4614-01	TCGA-AZ-4615-01	TCGA-AZ-4681-01	TCGA-AZ-4682-01	TCGA-AZ-4684-01	TCGA-CA-5256-01	TCGA-CK-4951-01	TCGA-CM-4744-01	TCGA-CM-4746-01	TCGA-CM-4747-01	TCGA-CM-4748-01	TCGA-CM-4750-01	TCGA-CM-4752-01	TCGA-CM-5341-01	TCGA-A6-5657-01	TCGA-A6-5659-01	TCGA-A6-5660-01	TCGA-A6-5661-01	TCGA-A6-5662-01	TCGA-A6-5665-01	TCGA-A6-5666-01	TCGA-AD-5900-01	TCGA-AM-5820-01	TCGA-AM-5821-01	TCGA-AY-5543-01	TCGA-AZ-5403-01	TCGA-CA-5796-01	TCGA-CA-5797-01	TCGA-CK-4947-01	TCGA-CK-4948-01	TCGA-CK-5912-01	TCGA-CK-5913-01	TCGA-CK-5914-01	TCGA-CK-5915-01	TCGA-CK-5916-01	TCGA-CM-5860-01	TCGA-CM-5861-01	TCGA-CM-5862-01	TCGA-CM-5864-01	TCGA-CM-5868-01	TCGA-CM-6161-01	TCGA-CM-6162-01	TCGA-CM-6163-01	TCGA-CM-6164-01	TCGA-CM-6165-01	TCGA-CM-6166-01	TCGA-CM-6167-01	TCGA-CM-6168-01	TCGA-CM-6169-01	TCGA-CM-6170-01	TCGA-CM-6171-01	TCGA-CM-6172-01	TCGA-D5-5538-01	TCGA-D5-5539-01	TCGA-D5-5540-01	TCGA-D5-5541-01	TCGA-AF-3911-01	TCGA-AG-A026-01	TCGA-CL-4957-01	TCGA-F5-6571-01	TCGA-CI-6622-01	TCGA-EI-6506-01	TCGA-EI-6512-01	TCGA-AG-A036-01	TCGA-DC-4745-01	TCGA-AF-A56K-01	TCGA-DC-6157-01	TCGA-AF-6655-01	TCGA-EI-6513-01	TCGA-AF-2687-01	TCGA-AH-6547-01	TCGA-DC-6155-01	TCGA-F5-6864-01	TCGA-EI-6509-01	TCGA-F5-6861-01	TCGA-F5-6814-01	TCGA-AG-A01W-01	TCGA-F5-6813-01	TCGA-AG-3732-01	TCGA-EI-6885-01	TCGA-DY-A1H8-01	TCGA-DC-4749-01	TCGA-DT-5265-01	TCGA-DY-A1DE-01	TCGA-DC-6160-01	TCGA-F5-6863-01	TCGA-AF-A56L-01	TCGA-EI-6511-01	TCGA-AH-6644-01	TCGA-AF-2693-01	TCGA-AF-4110-01	TCGA-CI-6620-01	TCGA-DC-6156-01	TCGA-DC-6158-01	TCGA-AG-3742-01	TCGA-CI-6624-01	TCGA-AG-3591-01	TCGA-AH-6643-01	TCGA-F5-6812-01	TCGA-DY-A1DG-01	TCGA-EI-6884-01	TCGA-F5-6810-01	TCGA-DC-6681-01	TCGA-AG-4022-01	TCGA-EI-6514-01	TCGA-DY-A1DC-01	TCGA-DC-5869-01	TCGA-EI-7004-01	TCGA-AG-4021-01	TCGA-AG-A020-01	TCGA-AG-A01Y-01	TCGA-AH-6903-01	TCGA-G5-6235-01	TCGA-DC-5337-01	TCGA-AH-6544-01	TCGA-CI-6621-01	TCGA-CL-5917-01	TCGA-AG-3731-01	TCGA-DC-6683-01	TCGA-EI-6882-01	TCGA-DY-A1DF-01	TCGA-AG-A02N-01	TCGA-DC-6154-01	TCGA-F5-6811-01	TCGA-AF-A56N-01	TCGA-AF-6672-01	TCGA-F5-6464-01	TCGA-EI-7002-01	TCGA-AF-2690-01	TCGA-EI-6510-01	TCGA-G5-6572-01	TCGA-G5-6572-02	TCGA-EI-6883-01	TCGA-EF-5830-01	TCGA-DY-A0XA-01	TCGA-AG-3725-01	TCGA-CL-5918-01	TCGA-CI-6623-01	TCGA-EI-6917-01	TCGA-F5-6702-01	TCGA-AH-6549-01	TCGA-AH-6897-01	TCGA-EI-6507-01	TCGA-DC-6682-01	TCGA-G5-6233-01	TCGA-BM-6198-01	TCGA-F5-6465-01	TCGA-AG-3592-01	TCGA-G5-6641-01	TCGA-EI-6508-01	TCGA-CI-6619-01	TCGA-EI-6881-01	TCGA-AF-6136-01	TCGA-EF-5831-01	TCGA-DY-A1DD-01	TCGA-G4-6317-02	TCGA-NH-A8F7-06	
441376	AARD	1.0789	2.9677	1.8544	2.4155	2.0253	0.5495	1.2384	1.2649	2.7025	2.0850	3.4984	10.8043	1.2265	0.0000	1.1620	1.3397	0.4093	0.0000	1.4795	8.3963	5.0876	0.4955	0.0000	0.4394	0.4560	0.0000	1.6678	1.7090	1.7957	2.7911	0.0000	0.3518	3.5000	1.0604	2.4298	5.7526	0.5568	26.8007	1.2008	34.4311	2.0986	11.1840	1.0283	2.1846	0.0000	0.6588	0.0000	7.1227	3.0757	3.6922	3.1703	0.4354	1.8453	3.5052	1.7789	6.6970	1.5526	0.4388	2.5230	1.0799	1.5285	2.9699	2.1097	2.3010	3.8445	7.8206	5.5710	3.6995	0.0000	0.9269	3.1847	3.7856	0.7037	0.4254	0.5008	2.7211	0.4386	9.7548	1.2849	2.8014	1.2942	0.3331	0.0000	0.5647	0.0000	1.6518	1.3245	0.6363	0.2867	0.0000	0.5531	1.8681	18.8462	2.7529	0.4943	4.8501	7.2079	4.5537	1.7074	1.6342	6.0218	0.9965	3.2910	9.8425	0.4158	0.5983	0.8163	1.5153	0.5549	0.7391	4.6674	9.4552	1.9592	0.0000	0.0000	1.4694	1.6257	1.0124	2.2852	2.8853	2.8217	1.2088	0.8584	4.0623	9.1384	4.7356	2.7807	1.9062	4.3877	9.5465	2.0094	6.2048	1.7762	5.0847	0.0000	0.8292	0.5673	0.8536	0.7295	1.1200	0.0000	0.8244	0.0000	0.6969	1.3761	1.9763	0.5187	0.0000	2.3912	0.3713	0.5120	4.1371	1.8891	4.9804	1.5807	0.3510	1.3448	1.5496	0.4949	13.5923	1.4754	1.5748	6.8401	5.2347	2.6459	7.2433	1.1282	1.2777	0.5911	5.7735	3.2741	3.6089	4.7045	5.2124	1.9637	2.7955	0.0000	0.0000	NaN	3.3272	3.7413	1.0344	0.0000	2.6747	0.0000	2.2989	0.4241	0.0000	5.0482	0.7872	0.7988	1.6367	3.7015	3.0854	6.7698	0.0000	2.1309	0.3843	0.0000	0.0000	2.0887	0.0000	0.0000	0.0000	0.8414	NaN	NaN	0.7311	0.0000	0.0000	5.9061	4.7714	2.7459	2.3219	0.7849	0.9329	2.2459	0.4724	5.2298	NaN	NaN	NaN	NaN	5.6621	5.1007	4.9444	1.4627	NaN	NaN	2.4432	NaN	4.3269	1.9324	4.4949	3.4677	NaN	NaN	0.9456	0.4419	0.0000	0.0000	NaN	0.8191	0.9498	1.0567	2.4893	1.5460	NaN	0.4810	NaN	NaN	NaN	NaN	10.0521	5.9630	3.4364	0.8190	2.1645	1.4073	0.0000	6.2241	2.0877	2.1078	0.3943	5.5530	0.6390	1.1165	2.9586	2.6316	2.9940	0.0000	0.0000	1.3321	1.5613	3.5315	0.0000	3.9216	2.0436	1.0753	4.7109	4.9639	4.4408	0.3708	7.3855	3.5928	22.2576	10.1116	8.3420	2.0790	1.7996	3.6973	2.4707	2.8186	0.6158	3.7645	4.3082	NaN	1.8150	7.6272	0.4239	4.5324	2.1711	NaN	2.2810	0.9017	1.9990	4.5274	0.0000	11.0685	5.4134	0.0000	7.1915	1.3755	2.3186	1.0653	NaN	5.2425	8.6168	2.1896	0.0000	0.8842	11.0887	2.4513	2.6333	6.6914	1.5094	1.2638	2.2462	2.1638	6.6604	3.1339	4.7767	11.3494	2.4414	2.7650	1.5430	0.0000	21.8449	0.0000	4.9217	15.5960	4.1328	6.1920	12.0183	1.9803	4.3415	14.2857	2.2313	NaN	NaN	0.0000	0.4552	2.8047	0.9556	5.5249	0.9945	2.2938	2.0600	1.1435	12.9310	NaN	0.4258	0.9398	3.6393	2.2412	9.9945	3.7133	10.1816	0.4266	4.8465	0.0000	3.1962	2.5253	0.5056	1.6892	0.5489	2.4718	2.2480	4.5436	2.5529	0.0000	3.9648	1.0977	1.4279	1.6011	2.9820	2.2429	1.6515	2.9099	5.6577	1.0260	1.8844	0.4742	2.5042	0.0000	0.8064	
176	ACAN	309.6426	196.2904	69.0774	134.2995	138.2278	190.1099	204.9536	629.4930	142.0726	161.5846	430.3050	125.4502	265.7400	152.7329	101.0946	134.9788	345.4769	686.1768	613.4879	83.9631	481.0627	39.1459	23.9949	152.8998	332.4213	108.1476	213.4816	107.2419	236.1392	213.5172	499.5895	250.8214	884.5000	341.4634	88.9321	293.3845	98.5523	289.2239	200.2402	34.4311	257.0829	560.0602	188.1748	19.1152	42.9460	5.2701	505.4501	73.6014	425.9900	65.0744	461.9565	259.4689	124.2503	369.2128	214.2313	274.5755	295.3906	121.9833	718.5568	53.9957	31.0788	686.8901	108.8608	293.1431	214.4383	452.5547	166.0167	337.8892	833.2629	94.0795	144.6770	154.8654	11.2597	28.0732	235.8538	186.3946	379.3860	202.2847	159.3318	246.9943	60.1815	60.2931	172.4419	42.9197	362.4550	57.8130	139.0728	100.8591	226.8100	144.9391	64.7124	375.4816	355.9837	246.3868	5.4375	91.2698	131.6388	156.4811	210.0096	272.4951	401.9571	350.7723	542.6456	803.6417	273.2093	54.4430	178.7755	54.9294	29.4118	123.4294	89.1058	158.0369	150.8621	184.5155	41.5146	506.9317	560.8616	756.2642	244.5155	487.1363	245.4853	145.8626	484.9785	124.5768	195.3873	450.6709	458.8113	238.2768	464.5455	499.2279	292.6993	304.0331	220.2487	122.0339	160.2492	176.6169	180.3999	117.3709	373.1194	100.2380	172.2246	102.2259	88.0108	109.7657	87.1560	67.5889	676.3485	313.8182	366.3319	45.3026	307.7317	190.8983	144.0458	598.3636	207.5957	76.1671	90.7717	257.7479	242.4842	518.5979	223.1482	190.9449	389.8839	704.4005	551.6785	446.5275	137.6393	398.2112	136.5385	95.8409	472.4041	826.4351	315.2014	806.1854	502.7000	132.0891	8.7336	68.9099	NaN	335.3050	661.5806	129.2992	338.8823	151.1200	246.1014	109.1954	46.6497	219.4301	710.4176	118.4690	184.9226	56.0556	216.3708	33.5962	290.1354	65.3120	198.1710	43.0438	440.9778	86.4865	72.0607	321.8036	89.9183	240.2123	123.6853	NaN	NaN	52.6412	211.7040	307.6493	67.5923	581.3121	327.4513	270.7378	172.6845	97.0262	550.8141	91.1667	2128.9135	NaN	NaN	NaN	NaN	187.8780	349.1656	104.2814	36.5675	NaN	NaN	46.4213	NaN	126.4429	15.9420	226.5423	159.9483	NaN	NaN	121.5130	109.1592	380.7190	57.4726	NaN	259.2403	126.7957	28.5299	161.4509	78.8444	NaN	157.2872	NaN	NaN	NaN	NaN	220.5374	239.3738	255.5842	88.4521	55.8442	111.6443	80.4890	74.1701	387.8914	42.6821	233.0442	212.4017	86.2620	265.7239	263.3136	530.9211	269.9601	297.8544	128.7971	110.5684	205.0463	178.9288	218.3746	35.2941	214.5777	234.4086	238.1156	569.9458	44.8113	318.1313	302.3141	200.5988	274.5098	346.7453	367.0490	267.7755	305.0276	115.5402	194.6881	132.4721	39.4089	152.2930	296.6039	NaN	357.9272	180.2424	263.2471	334.9856	215.8055	NaN	190.2372	921.5509	294.8526	320.8829	565.2005	340.1447	236.7126	249.0540	340.6510	309.9496	618.7479	658.7358	NaN	150.2840	40.8163	461.9956	128.7254	176.8347	501.5121	487.8049	283.8710	106.3197	196.2264	248.9731	292.0036	276.9664	157.7688	492.0184	151.8987	282.3743	366.6992	343.7788	102.3505	389.6273	201.8283	113.7813	334.6756	446.3424	287.4208	168.5095	249.7140	216.8392	110.4679	1744.5887	63.5924	NaN	NaN	141.4599	53.2605	87.5053	30.1003	625.1085	372.9488	646.0862	94.2449	475.7004	155.7882	NaN	332.5173	325.1880	325.5156	277.3498	156.2784	282.2131	393.3819	26.8771	114.2973	33.2663	107.8706	18.6869	24.2668	203.1250	81.7895	135.9463	149.4942	219.7439	541.2046	285.3376	133.9207	85.6202	355.5450	318.6124	402.1992	295.0977	57.3906	506.3217	387.1489	328.6594	112.4372	217.6645	63.1061	296.1942	10.0796	
79611	ACSS3	24.8146	11.0228	8.3449	11.1111	11.6456	0.5495	4.9536	18.1301	6.1771	21.3709	10.0579	170.4682	1.2265	11.1321	2.3240	12.7275	2.4560	0.6227	14.3016	51.6373	24.3075	1.9821	12.2527	3.5149	7.7519	14.6145	3.3356	0.8545	3.5915	14.4205	3.2837	367.9652	35.5000	8.4836	9.2334	41.7066	15.0334	103.2942	3.6025	58.3832	12.5918	57.2105	3.0848	1.6384	4.8390	4.6113	5.2483	7.7163	13.8408	10.6150	26.7210	75.3156	15.9926	37.3886	9.1487	36.0360	5.4343	7.0206	4.5414	5.9395	0.0000	14.0008	9.7046	143.1201	46.9885	22.4192	22.8412	66.1802	12.2991	16.2206	28.2075	24.4343	0.0000	0.8507	9.5143	25.8503	1.3158	28.2377	4.8185	6.5367	12.9423	1.9987	1.2230	1.6942	4.5350	7.9286	873.1788	0.9545	2.5806	0.3993	1.6593	38.7624	118.5216	46.7997	4.4488	67.9012	96.3581	22.7684	23.4767	17.5672	67.2438	7.9721	24.4995	80.7087	2.4951	87.3481	0.8163	10.6071	3.3296	1.4782	25.8831	50.4277	121.4734	199.3510	1.3686	12.4896	25.6046	16.7046	21.4808	18.7545	10.1580	11.6851	133.4764	12.8639	14.7955	37.0955	15.7572	104.0793	61.7017	40.9940	12.7261	69.8035	0.5921	89.4068	113.8165	4.1459	1.1346	17.4989	23.3428	0.5600	9.2866	10.7172	1.3471	5.5754	9.1743	1.9763	0.5187	0.3636	36.8245	1.1140	0.0000	8.2742	11.3347	45.8911	94.8407	5.6160	43.0325	20.1446	22.7638	146.3784	21.3927	3.9370	37.0804	48.0942	29.1053	19.1734	149.4853	41.7376	26.5984	18.4754	15.9027	6.7667	19.6021	18.7647	43.8553	4.1933	3.4934	1.2089	NaN	30.3142	49.8836	9.3095	13.0797	42.7951	3.8986	10.7280	6.3613	6.2823	23.4052	3.9358	10.3844	1.2275	20.5266	3.7710	29.4971	0.4838	6.7478	0.7686	7.0762	3.5381	14.9691	6.7943	2.7248	10.0088	3.7863	NaN	NaN	2.1934	5.1635	4.4515	20.3433	7.5547	4.8054	5.5726	6.2794	0.9329	21.8978	5.1960	61.9525	NaN	NaN	NaN	NaN	16.4715	222.5757	62.4789	26.8162	NaN	NaN	3.4205	NaN	7.6923	4.8309	7.1918	6.0685	NaN	NaN	3.7825	6.6291	0.4085	12.7193	NaN	9.0099	16.1463	6.3400	24.8933	1.1595	NaN	12.0250	NaN	NaN	NaN	NaN	42.9500	16.1854	13.7457	3.2760	8.6580	3.7528	2.5471	22.3029	9.1858	13.7004	6.3091	17.1217	5.1118	12.6535	21.9780	16.4474	34.4311	12.2003	6.0753	0.4440	14.5718	62.9782	0.7067	9.1503	12.2616	19.7133	15.8458	64.5307	26.2409	12.6066	35.4505	15.5689	131.9555	74.5734	59.4369	27.0270	8.0981	14.3270	19.7653	32.8831	11.6995	24.2984	14.9130	NaN	14.1574	104.7734	6.3586	8.2407	5.6448	NaN	15.5109	37.8720	17.9910	22.6372	4.6711	43.8484	26.5748	0.0000	32.1726	604.3099	8.2809	8.5227	NaN	19.6592	16.7800	2120.1126	1.2682	3.9788	13.1048	459.3700	8.9533	12.6394	14.7170	8.4255	48.9668	6.4914	17.4836	16.8446	46.8116	73.0905	12.2070	21.1982	1.5430	1.3268	58.4115	0.9809	36.2416	55.7000	37.9471	36.7094	24.4818	11.8816	15.4366	121.6450	31.6103	NaN	NaN	462.0706	2.7313	8.4140	1.9111	22.4944	5.9672	74.9307	12.3600	6.2893	1.8473	NaN	15.3273	62.5000	25.0708	7.2839	42.2497	23.0227	92.0977	2.9863	36.3489	987.2569	6.7918	5.5556	7.5834	2.1115	3.8425	98.8701	35.2192	83.0235	14.6789	3.5155	13.2159	3.2931	4.7596	16.0107	54.4218	15.7001	1.2386	12.7308	12.9319	2.3940	8.1658	15.1749	5.5093	3.3094	4.4350	
58	ACTA1	0.0000	2.9677	0.9272	2.4155	1.5190	1.0989	2.4768	2.9514	0.7721	0.0000	2.1865	5.4022	3.2706	1.3359	1.1620	1.0048	1.6373	1.2453	3.9453	3.3585	6.7835	0.9910	1.5316	5.2724	0.4560	2.9229	3.8916	1.2818	1.7957	1.8607	1.4073	0.0000	2.0000	1.0604	0.4860	3.8351	3.8976	7.8169	1.2008	4.4910	1.0493	3.8714	1.0283	2.1846	3.0244	0.6588	2.0186	2.3742	4.1010	3.6922	7.2464	6.9656	6.7661	0.0000	1.7789	5.4214	0.3882	1.7552	0.5046	2.6998	0.5095	5.0912	5.4852	8.2835	2.9902	7.2993	1.1142	1.6442	1.3178	0.9269	2.2748	2.7532	2.1112	0.8507	4.5068	2.2676	0.8772	6.1610	7.3884	7.0036	5.8240	3.3311	4.4843	3.3884	4.5350	6.9376	3.6424	3.8180	5.4480	4.7914	2.2124	0.9340	2.5128	0.9176	0.9886	1.7637	1.1381	2.0699	1.7074	4.9025	23.5855	0.9965	3.2910	2.4606	3.7426	0.5983	2.8571	4.1671	2.7747	1.4782	1.6973	25.6641	5.4859	1.3908	0.0000	0.7347	2.8450	2.5310	3.1993	1.4427	2.2573	0.0000	2.1459	4.7393	2.1758	1.9732	2.7807	3.4312	7.9527	3.3694	2.0094	3.6194	2.9603	4.6610	0.0000	0.4146	0.0000	2.9876	1.0942	2.2400	0.4221	2.8854	2.2452	2.0908	3.6697	4.3478	3.1120	0.3636	0.9565	1.1140	4.0963	1.1820	1.4168	1.7787	1.5807	0.7020	3.3619	1.0331	1.9795	2.7882	7.0080	5.5118	1.4400	5.2347	1.3230	12.3562	2.8205	3.4072	2.3643	1.7321	2.3386	1.8044	1.9602	1.7375	1.9637	1.3978	3.4934	0.8060	NaN	5.1756	4.3648	3.1032	4.7562	2.6747	3.8986	3.4483	2.9686	4.0386	5.0482	1.1808	5.1922	2.0458	2.3555	3.0854	1.9342	3.8703	4.6169	3.0746	0.6433	2.7518	2.7850	3.7060	4.5413	2.1758	2.1035	NaN	NaN	2.9245	1.2909	3.4623	2.6249	0.7952	0.0000	1.8575	0.7849	4.1983	1.6844	0.4724	0.8046	NaN	NaN	NaN	NaN	4.6326	15.7658	10.7877	4.3881	NaN	NaN	7.8183	NaN	4.8077	1.9324	0.8990	0.4335	NaN	NaN	0.4728	1.3258	1.6340	2.3554	NaN	2.4573	1.4247	0.5283	0.7112	0.7730	NaN	1.4430	NaN	NaN	NaN	NaN	7.3106	5.5371	7.3024	2.4570	3.0303	3.7528	1.5283	1.0373	7.0981	4.2155	7.4921	0.9255	0.6390	1.4886	1.2680	2.3026	1.4970	13.0416	7.2904	3.1083	1.5613	2.3543	1.4134	1.3072	6.1308	4.3011	4.2827	2.2563	2.0185	4.4494	2.4618	0.0000	11.6587	6.7411	1.0428	0.4158	0.8998	1.3865	1.4824	1.4093	6.1576	3.7645	1.9884	NaN	1.0890	5.6200	0.8478	2.0602	2.1711	NaN	3.1934	3.6069	3.9980	0.0000	1.5570	5.5343	0.4921	0.0000	6.8130	1.8340	1.6562	3.5511	NaN	2.6212	7.2562	2.8151	11.4141	2.6525	11.0887	8.8246	13.6932	37.1747	1.5094	0.4213	0.8985	2.5966	2.4977	1.9587	3.8214	8.1716	4.8828	2.7650	3.0859	3.9803	3.7991	3.4331	2.2371	6.6840	6.0114	2.2114	2.2256	1.4852	5.3063	3.8961	0.7438	NaN	NaN	0.9542	1.3657	9.5358	0.9556	3.5518	6.4644	2.2938	2.5750	1.7153	30.7882	NaN	2.5546	2.3496	3.2349	4.4824	19.9891	1.8567	13.4213	1.2799	0.8078	2.1462	0.7990	8.5859	3.5389	0.8446	10.4295	1.7655	3.3720	2.0653	1.9146	0.5859	2.6432	1.0977	1.4279	2.6684	1.1183	3.5245	0.4129	2.5462	0.8082	2.3940	1.2563	7.1132	21.5362	1.6547	0.4032	
